Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;Ben Brereton Díaz;13;AM (L);Winger;;AM (RL), ST (C);11;12;13;14;13;14;14;11;7;13;;Intelligence;Unknown;;;Unknown;Athleticism;England;Very Strong;England;False;Fairly Strong;185 cm;27;Slightly Poor;Extensive Knowledge;Low;7;13;11;3;12;12;1;10;13;13;9;5;England;Lower Saxony;11;12;12;5;12;7;Southampton;10;10;13;12;10;11;10;11;2;3;2;2;3;3;1;1;3;3;1,8M €;Last Resort
;Alex Mowatt;9;M (C);Midfielder;;DM, M (C);12;12;9;15;11;16;11;13;10;14;;Unknown;Unknown;;;Unknown;Team Player;Scotland;Reasonable;England;False;Very Strong;177 cm;31;Okay;Extensive Knowledge;Below Average;11;12;12;6;14;10;3;14;10;10;12;13;England;Sky Bet Championship;15;14;13;12;13;13;West Brom;13;12;15;13;12;15;12;13;2;2;2;3;2;4;3;3;3;1;900K € - 4,6M €;Last Resort
;Sam Morsy;11;M (C);Veteran midfielder;;DM, M (C);11;15;7;15;11;14;14;10;13;13;;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;England;False;Weak;175 cm;34;Okay;;Below Average;16;5;14;9;10;12;2;15;9;13;11;6;England;Sky Bet Championship;15;14;12;12;11;18;Bristol City;13;6;18;12;16;14;14;16;1;1;1;3;2;2;3;2;3;2;;Last Resort
;Callum Elder;13;WB (L);Full-back;;D/WB (L);11;11;11;8;13;14;11;7-9;11;11;;Unknown;Unknown;;;Unknown;Team Player;Ireland;Reasonable;Australia;True;Very Strong;180 cm;31;Really Good;Reasonable Knowledge;High;12;6-8;13;13;6-9;11;1-4;12;7-9;12;14;9-11;England;Second Division;14;14;11-13;12;12-14;8-10;Derby;10;9-11;16;11;14;11;12;13;1-3;1-3;1-2;2-4;1-3;1;1-4;1-2;1-3;1-3;110K € - 1,1M €;Practical
;Ben Whiteman;9;DM;Midfielder;;DM, M (C);7;11;12;12;10;14;13;12-15;10-12;13;;Unknown;Unknown;;;Unknown;Team Player;DR Congo;Very Strong;England;False;Fairly Strong;185 cm;30;Okay;Reasonable Knowledge;Below Average;12;10-13;15;8-10;11;8;2-4;13;10;10;12;12-14;England;Sky Bet Championship;14;14;13;11;12;16;Preston;13-15;9;12;13-15;9;13-15;11-14;13;1-2;1;1;2-5;3-5;3-5;3-5;1-3;1-3;2-4;45K € - 7,8M €;Last Resort
Wnt;Omar Richards;15;D (L);Full-back;;D/WB (L);14;13;7;12;14;13;9;6;10;14;;Heading;Unknown;;;Unknown;Speed;England;Reasonable;England;False;Very Strong;174 cm;28;Okay;Extensive Knowledge;Very Low;14;8;13;12;7;6;3;14;8;13;11;9;Jamaica;Serie BKT;14;15;11;12;12;7;U.S. Avellino 1912;12;14;15;10;12;12;10;13;3;3;1;1;3;1;1;3;2;2;0 €;Last Resort
;Olaf Kobacki;11;AM (L);Winger;;M/AM (RL), ST (C);12;9;8;16;12;12;9;7;6-8;11;;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Poland;True;Reasonable;178 cm;24;Fairly Okay;Reasonable Knowledge;Below Average;7-9;11;11;4-6;11;7-9;2-4;11;10;12;11;14;England;Sky Bet League One;13;12;11;6-8;12;7-10;Sheffield Wednesday;11;11;4;11-13;7-10;11;11-14;12;1-2;1-3;1-3;1-2;1-2;2-4;1-3;1-3;2-4;1-3;450K € - 4,4M €;Practical
;Ángel Algobia;12;M (C);Midfielder;;DM, M (C);13;12;11;14;13;14;12;8-10;11-14;13;;Unknown;Unknown;;;Unknown;Team Player;Portugal;Very Strong;Spain;True;Fairly Strong;180 cm;27;Very Good;;Very Low;12;6-8;13;7-9;10;11;1-3;12;8;9;8;6-9;Portugal;Premier League;15;14;12;14;11;9;AVS SAD;14-16;9;12;11-14;13;11-13;7-9;13;2-4;1-2;2-4;1-3;3-5;1-3;1-2;1-3;1-2;1-3;;Last Resort
;Bright Osayi-Samuel;15;AM (L);Full-back;;D/WB (R), M (RL), AM (L);15;15;8;12;15;12;12;10;11;12;;Intelligence;Unknown;;;Unknown;Speed;England;Very Strong;Nigeria;True;Reasonable;175 cm;28;Fairly Okay;Extensive Knowledge;Below Average;12;11;10;9;9;9;2;12;8;11;6;9;England;Sky Bet Championship;10;12;8;7;9;7;Charlton;11;12;13;11;15;11;10;13;2;1;3;2;2;1;2;3;2;3;200K € - 2M €;Last Resort
;Santiago Naveda;10-14;M (C);Midfielder;;DM, M/AM (C);12-16;7-10;8-11;10-14;13-16;13-17;7-10;-;12-15;10-14;;Unknown;Unknown;;;Unknown;Team Player;Colombia;Very Strong;Mexico;False;Reasonable;179 cm;25;Scouting Required;Minimal Knowledge;Very Low;13-16;-;11-15;-;7-11;9-12;-;11-14;4-7;9-13;3-7;-;Mexico;National 3 - Group A;11-15;15-18;10-13;11-14;11-15;7-11;Preston;-;7-10;12-15;12-15;10-14;9-12;-;11-14;-;-;-;-;-;-;-;-;-;-;0 €;Last Resort
Wnt;Genaro;11;DM;Centre-back;;D (C), DM;10;9;12;11;13;12;13;9;12;12;;Unknown;Unknown;;;Unknown;Intelligence;Malta;Very Strong;Spain;True;Reasonable;185 cm;28;Quite Good;Extensive Knowledge;Very Low;12;10;12;7;10;11;3;12;8;11;10;7;Portugal;Second League;13;12;13;12;10;9;Leiria;12;8;14;11;14;9;13;12;1;4;2;1;3;2;1;2;2;1;550K € - 1,7M €;Last Resort
Wnt;Pablo Martínez;11;M (C);Midfielder;;DM, M/AM (C);11-13;11;9;14;12;14;13;9-12;10-12;13;;Unknown;Unknown;;;Unknown;Athleticism;England;Very Strong;Spain;True;Fairly Strong;182 cm;28;Quite Poor;;Very Low;11;9-11;13;6-8;14;9;2-4;13;12;11;11;10-12;Spain;Second League;13;14;12;12;10-12;12;-;11-13;11;12;13-15;12;13-15;11-13;12;4-6;1-3;2-5;1-2;1-3;1-2;1;3-5;1-2;2-4;;Practical
Wnt;Urko Izeta;14;ST (C);Midfielder;;AM (RC), ST (C);13;12;8;12;13;12;12-14;12;7-9;13;;Unknown;Unknown;;;Unknown;Speed;Jamaica;Very Strong;Spain;True;Fairly Strong;175 cm;26;Really Good;Reasonable Knowledge;Average;5-7;12-15;12;6-8;12;12;1-2;13;13;11;11;10;Spain;First Division;14-16;13;11;11;12-15;9;A. Bilbao;13;10;15;12-14;11-13;13;9-12;12-15;2-4;1;1-3;1-3;2-4;1-3;2-4;1-4;2-4;2-4;950K €;Last Resort
;Christian Walton;5;GK;Goalkeeper;;GK;13;12;18;13;5;14;10;4;1;12;;Speed;Unknown;;;Unknown;Aerial Reach;England;Weak;England;False;Very Strong;195 cm;30;Excellent;Extensive Knowledge;Low;3;3;13;3;3;11;15;12;2;3;1;2;England;Stars League;12;12;10;13;1;11;Ipswich;14;3;13;13;10;12;13;13;14;11;17;13;10;12;15;15;5;14;12M € - 14,5M €;Practical
Wnt;Demba Seck;16;AM (R);Winger;;AM (RL), ST (C);15;12;12;16;16;12;12;5;6;12;;Intelligence;Unknown;;;Unknown;Speed;Italy;Weak;Senegal;True;Very Strong;190 cm;25;Slightly Poor;Extensive Knowledge;Above Average;8;10;11;5;8;10;2;12;11;13;11;5;Italy;Serie A;9;11;11;7;13;6;Torino;9;12;11;9;7;11;10;9;3;3;3;3;1;3;1;1;3;3;1,5M €;Fringe player who could still improve
;Sam Szmodics;14;AM (C);Attacking midfielder;;AM (LC), ST (C);13;12;8;18;13;14;10-12;11;6-8;13;;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;England;True;Weak;170 cm;30;Good;Reasonable Knowledge;Below Average;6-8;13;12;3-5;11;7-9;1-3;12;15;11;11;9;England;Premier League;16;14;12;9-12;14;13-15;Ipswich;12;12;17;10-12;11-13;14;12-15;14;1-2;1;1;2-5;1-3;1-2;2-4;2-5;3-5;1-2;11,5M €;Last Resort
Lst;Chiedozie Ogbene;16;AM (R);Winger;;WB/M/AM (R);13;11;8;15;16;12;12-14;6;6-8;10;;Intelligence;Unknown;;;Unknown;Speed;Nigeria;Very Strong;Nigeria;True;Weak;177 cm;29;Excellent;Reasonable Knowledge;Low;7-9;7;10;3-5;10;8-10;2-4;13;11;13;12;5;England;Premier League;12;11;10;4-6;12;4-7;Ipswich;12;12;15;10-12;7-10;10;10-13;12;1-2;1-3;2-4;1;1-3;2-4;2-4;2-5;1-3;1-3;;Practical
FrA;Giacomo Manzari;12;AM (R);Winger;;AM (RLC), ST (C);13;11;10;11;12;12;10;9;5;13;;Unknown;Unknown;;;Unknown;Speed;Ivory Coast;Weak;Italy;True;Very Strong;178 cm;25;Fair;Extensive Knowledge;Very Low;7;10;12;7;10;10;3;13;11;13;11;8;Italy;Sky Bet Championship;11;11;10;8;10;9;Middlesbrough;11;12;12;12;9;11;12;10;1;1;1;1;1;1;3;3;3;3;0 €;Last Resort
FrA;Paul Smyth;16;AM (R);Winger;;AM (RL);15;11;8;10;15;10;7;8;6;12;;Intelligence;Unknown;;;Unknown;Speed;Ireland;Very Strong;N.Ireland;True;Weak;173 cm;28;Okay;Extensive Knowledge;Very Low;12;10;9;14;10;4;1;13;10;12;9;7;England;Premier League;16;17;7;6;11;10;Southampton;9;10;15;9;12;9;9;12;3;3;2;2;4;3;1;3;1;2;0 €;Last Resort
;Jay Dasilva;15;WB (L);Full-back;;D/WB/M (L);14;9;4;10;13;13;6;6-8;11;12;;Heading;Unknown;;;Unknown;Speed;England;Reasonable;England;False;Very Strong;163 cm;28;Slightly Poor;Reasonable Knowledge;Low;14;2-4;14;11;5-7;3;2-4;13;7-9;13;12;10-13;England;Sky Bet Championship;14;14;12-14;11;11-13;11-14;Coventry;11;13-16;13;12;7;12;13;8;1-3;1-2;1-2;2-4;1-3;1-2;3-5;1-3;1-2;3-6;700K € - 7M €;Last Resort
;Ruly;9;GK;Goalkeeper;;GK;9;9;13;16-18;9;6-9;12;4-6;2-4;1-4;;Intelligence;Unknown;;;Unknown;Handling;Bosnia & Herzegovina;Weak;Spain;True;Very Strong;188 cm;26;Fairly Okay;;Very Low;1-2;2-4;8-10;1;2-5;1-2;11;4;1-3;1-2;1-2;1-3;Portugal;Premier League;8;7-10;6-9;14;1-2;12;VIZ;14;3-5;16-18;11;15;14;12;9;10;9;12;14;12;12;9;13;8;13;;Practical
;Pablo Fernández;10;ST (C);Midfielder;;AM (RC), ST (C);10;8;14;13;11;12;13;6-8;7-9;12;;Unknown;Unknown;;;Unknown;Heading;N.Ireland;Very Strong;Spain;True;Fairly Strong;192 cm;29;Fairly Good;Reasonable Knowledge;Very Low;11-13;12;11;6-8;10;14;2-4;12;13;12;12;8-10;Portugal;Second League;14;13;13;7-9;11;8-11;Leiria;12;11;10;8-10;12;9;10-13;11;1-3;2-4;3-5;1;2-4;1-3;1-2;1-4;1-3;1-4;80K € - 800K €;Last Resort
ESC;Mees Rijks;12;ST (C);Forward;;ST (C);12;11;14;12;13;12;12;10-13;4-6;11;;Technique;Unknown;;;Unknown;Heading;France;Very Strong;Netherlands;True;Reasonable;186 cm;23;Okay;Reasonable Knowledge;Below Average;3-5;12;10;4-6;8;12;3-5;12;12;9;5;2-4;England;Sky Bet League Two;13;11;8;6-9;14;11-13;Bristol Rovers;12;10;14;10-12;14;12;11-14;12;2-4;1-3;2-4;2-5;3-5;2-4;4-6;1-4;1-2;1-3;140K € - 1,4M €;Last Resort
;Raúl Alcaina;13;ST (C);Forward;;ST (C);11;11;10;13;12;11;10;8-10;4-6;11;;Team Player;Unknown;;;Unknown;Speed;England;Very Strong;Spain;True;Reasonable;181 cm;25;Very Good;Reasonable Knowledge;Very Low;7-9;7;11;1-2;9;11;2-4;11;13;11;9;9-11;Portugal;Second League;11;10;8;6-8;13;12-15;Penafiel;10;8;9;8-10;12;12;15-18;2;2-4;1-3;1-3;1;1-3;1-2;3-5;1-4;1-2;1-4;85K € - 850K €;Last Resort
;Lee Dong-Geong;11-14;AM (R);Winger;;M (RC), AM (RLC);14-17;7-11;5-9;10-13;12-16;10-13;-;9-13;-;11-14;;Unknown;Unknown;;;Unknown;Speed;England;Fairly Strong;South Korea;False;Very Strong;175 cm;28;Scouting Required;Minimal Knowledge;Very Low;-;7-10;12-15;-;7-10;6-10;-;14-17;9-13;12-15;9-12;11-15;South Korea;K League 1;8-11;10-14;13-17;9-13;11-14;6-9;Ulsan;10-13;11-15;11-14;9-13;-;12-15;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;Last Resort
;Dylan Levitt;12;M (C);Midfielder;;DM, M (C);13;11;6;15;12;13;10;11-13;7-10;13;;Team Player;Unknown;;;Unknown;Technique;England;Very Strong;Wales;False;Fairly Strong;180 cm;25;Really Good;;Low;12;10-12;15;6-9;15;5;1-4;11;13;10;8;12-15;England;Sky Bet League One;11;12;15;9;12-14;5;Leyton Orient;10-12;12;14;11-14;5;12-15;14-16;6;2-5;1-2;1-3;1-3;2-4;2-5;1-2;3-5;1-4;1-2;180K € - 1,8M €;Practical
;Xabier Huarte;11;M (C);Midfielder;;M/AM (C);13;11;6;12;14;11;6-8;6;4-7;15;;Marking;Unknown;;;Unknown;Skill;England;Very Strong;Spain;True;Reasonable;172 cm;25;Very Good;Reasonable Knowledge;Very Low;7-9;4-6;14;1-2;11;6;1-3;13;9;12;7;7;Portugal;Second League;12;13;13;7;12;13;TND;14;15;13;7-10;5-8;12;6-8;7-9;1-2;1-2;2-4;2-4;1-3;1-4;2-4;2-4;1-3;1-4;120K € - 1,2M €;Last Resort
;Reza Asadi;10-14;ST (C);Midfielder;;M (C), ST (C);7-10;10-13;13-16;13-17;10-14;12-16;12-15;-;-;12-16;;Technique;Unknown;;;Unknown;Athleticism;Scotland;Very Strong;Iran;False;Strong;190 cm;30;Scouting Required;Minimal Knowledge;Very Low;-;5-8;6-10;-;8-12;9-13;-;7-10;7-10;8-11;4-8;-;Iran;Sky Bet Championship;10-14;8-12;5-9;-;9-12;12-16;Gol Gohar;10-14;13-16;10-13;7-10;14-18;8-11;9-12;12-15;-;-;-;-;-;-;-;-;-;-;80K € - 800K €;Last Resort
;Ayman Ashraf;9-12;D (L);Centre-back;;D (LC), WB (L);12-15;3-7;9-13;9-12;10-13;10-13;4-8;-;10-14;11-14;;Intelligence;Unknown;;;Unknown;Team Player;England;Reasonable;Egypt;False;Very Strong;176 cm;35;Scouting Required;Minimal Knowledge;Very Low;13-16;-;8-11;10-14;-;10-13;-;9-13;7-11;10-13;7-10;-;Egypt;Lower Saxony;13-16;10-13;9-12;11-15;11-14;-;Modern Sport;10-13;-;9-13;9-13;15-18;9-13;12-15;14-18;-;-;-;-;-;-;-;-;-;-;Unknown;Last Resort
;Xavier Amaechi;15;AM (R);Winger;;M (R), AM (RLC);15;12;8;8;13;11;8;12;5-7;13;;Intelligence;Unknown;;;Unknown;Speed;Nigeria;Reasonable;England;False;Very Strong;179 cm;25;Extremely Poor;;High;6-8;10;10;5-8;10;5-7;1-3;13;8;14;8;11;England;Second Division;10;10;11;6-8;10;3-5;Plymouth;9;16;11;6-8;8-10;10;8-10;8;1-4;2-4;2-4;1-2;1-4;1;1-2;1-3;1-2;2-4;110K € - 1,1M €;Practical
;Cameron McGeehan;8-12;DM;Midfielder;;DM, M/AM (C);10-13;11-14;12-15;13-17;7-11;14-18;7-10;11-14;10-13;11-15;;Unknown;Unknown;;;Unknown;Athleticism;England;Very Strong;England;True;Reasonable;180 cm;31;Scouting Required;Minimal Knowledge;Average;7-11;10-13;11-15;2-5;11-15;9-13;1-3;9-12;11-14;8-11;8-12;12-15;England;Sky Bet League Two;12-16;9-13;10-14;11-14;10-13;10-14;Northampton;7-11;10-13;10-13;12-15;11-15;9-12;10-13;11-14;1-2;1-2;1-4;1-3;3-7;2-5;1-4;1-3;1-4;1-5;700K € - 1,6M €;Last Resort
FrA;Jordan Konango Mbon;10-17;D (R);Full-back;;D/WB (R);7-12;7-12;3-10;12-19;8-14;8-13;4-9;-;6-13;8-13;;Unknown;Unknown;;;Unknown;Unknown;Cameroon;Very Strong;France;True;Weak;176 cm;24;Scouting Required;None;Very Low;9-15;-;7-14;3-8;-;4-10;-;8-13;-;6-11;6-13;-;France;Sky Bet League One;8-13;8-14;-;9-14;6-11;-;-;6-11;-;1-6;4-11;4-11;8-13;8-13;9-14;-;-;-;-;-;-;-;-;-;-;0 €;Practical
FrA;Paddy Madden;4-11;ST (C);Forward;;AM (C), ST (C);1-6;11-16;6-13;11-18;3-9;7-12;8-13;-;-;8-13;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;Ireland;True;Weak;183 cm;36;Scouting Required;None;Very Low;-;10-15;10-17;-;5-10;10-16;-;9-14;13-18;4-9;6-13;-;Ireland;Serie BKT;11-16;10-16;9-15;-;6-11;13-20;U.S. Avellino 1912;8-13;5-12;13-18;-;12-19;9-14;-;13-18;-;-;-;-;-;-;-;-;-;-;0 €;Last Resort
FrA;Amjhad Nazih;7-11;GK;Goalkeeper;;GK;9-13;5-11;10-14;7-11;7-13;3-7;12-16;-;-;8-12;;Unknown;Unknown;;;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;190 cm;24;Scouting Required;None;Very Low;-;-;-;-;-;-;10-14;10-14;-;-;-;-;France;Sky Bet Championship;4-8;9-15;-;4-10;8-12;10-14;-;6-10;-;13-17;4-8;5-9;10-14;9-13;3-9;10-14;10-16;10-16;8-14;5-9;10-14;8-12;11-15;4-8;10-14;0 €;Last Resort
;Stephen Dooley;3-9;M (C);Midfielder;;DM, M (C);7-13;7-11;6-10;6-12;7-11;9-13;7-11;3-7;5-9;8-12;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;N.Ireland;True;Reasonable;180 cm;34;Scouting Required;;Very Low;9-13;-;8-14;-;6-10;7-11;-;9-13;3-7;7-13;5-11;-;Ireland;Premier Division;10-14;14-18;13-17;7-11;9-15;5-11;Cork City;8-12;7-11;13-17;7-11;2-8;11-15;9-15;5-9;-;-;-;-;-;-;-;-;-;-;;Last Resort
;Sean Gannon;8-12;D (R);Full-back;;D (RC), WB (R);5-11;10-16;8-12;10-14;6-10;11-15;6-10;6-12;7-11;11-15;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;Ireland;True;Weak;183 cm;34;Scouting Required;None;Very Low;7-11;-;10-14;9-13;-;6-10;-;11-15;3-9;5-11;8-12;4-8;Ireland;Premier Division;12-16;8-12;6-10;9-15;6-12;-;Shelbourne;12-16;9-13;14-18;8-12;11-15;9-13;8-14;9-15;-;-;-;-;-;-;-;-;-;-;7K € - 22K €;Practical
;Maxence Rivera;12-16;AM (R);Winger;;AM (RLC);12-16;10-14;6-10;11-15;10-16;10-16;3-7;9-13;7-11;12-18;;Unknown;Unknown;;;Unknown;Unknown;Malta;Very Strong;France;True;Weak;171 cm;24;Scouting Required;None;Very Low;4-10;7-11;11-15;2-6;9-15;3-9;1-3;7-11;8-12;10-14;11-15;11-15;Netherlands;Eredivisie;11-17;9-15;6-12;5-9;10-14;4-8;sc Heerenveen;10-16;13-17;3-7;11-15;8-12;4-8;7-11;8-12;1-2;1-3;1-5;1-4;1-6;2-6;1-6;1-4;3-7;1-4;1,7M € - 3,8M €;Last Resort
;Saïdou Sow;11-15;D (C);Centre-back;;D (C);10-14;12-16;10-14;14-18;11-15;9-15;11-17;3-7;10-14;6-12;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;Guinea;True;Weak;187 cm;24;Scouting Required;None;Above Average;11-15;6-10;9-13;8-14;4-10;12-16;1-7;9-15;4-8;9-13;7-11;1-5;France;National 3 - Group A;9-15;11-15;7-11;11-15;10-14;11-15;Strasbourg;7-13;4-8;13-19;8-12;12-16;10-16;11-15;12-16;2-8;1-5;1-4;1-5;1-3;1;1-3;1-5;1;2-6;425K € - 4,2M €;Last Resort
;Mattéo Commaret;9-13;D (C);Centre-back;;D (RC), WB (R);10-14;9-15;7-11;13-17;10-16;9-13;11-15;1-7;10-14;7-11;;Unknown;Unknown;;;Unknown;Unknown;Jamaica;Very Strong;France;True;Weak;178 cm;24;Scouting Required;;Below Average;10-16;-;9-13;6-10;1-5;11-17;-;11-15;-;6-10;-;5-9;France;Ligue 2 BKT;8-12;10-16;7-13;7-13;5-9;11-15;Laval MFC;6-10;6-10;15-19;9-13;10-14;12-16;10-14;11-17;-;-;-;-;-;-;-;-;-;-;;Last Resort
FrA;Bryan Pellier;11-17;D (R);Full-back;;D/WB (R);9-14;1-6;10-15;10-16;9-16;8-15;2-7;-;9-14;7-14;;Unknown;Unknown;;;Unknown;Unknown;Nigeria;Very Strong;France;True;Weak;178 cm;23;Scouting Required;None;Very Low;9-16;-;4-10;1-6;-;1-7;-;6-11;-;1-3;6-12;-;France;Premier League;10-17;3-10;-;8-13;4-9;-;-;5-12;-;3-8;7-12;9-15;2-7;7-12;7-12;-;-;-;-;-;-;-;-;-;-;0 €;Practical
;François Mendy;10-15;ST (C);Forward;;ST (C);-;-;5-11;-;10-18;-;7-13;-;-;-;;Unknown;Unknown;;;Unknown;Unknown;England;Very Weak;France;True;Very Weak;178 cm;26;Scouting Required;None;Very Low;-;-;4-9;-;-;6-14;-;13-19;7-15;-;-;-;Switzerland;Challenge League;-;-;-;-;-;-;Stade Lausanne-Ouchy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;Last Resort
;Noam Bonnet;-;M (C);Midfielder;;DM, M (C);-;-;-;-;-;-;7-13;-;-;-;;Unknown;Unknown;;;Unknown;Unknown;France;Very Weak;France;True;Very Weak;177 cm;24;Scouting Required;None;Very Low;4-10;-;10-15;-;8-14;-;-;8-14;-;-;-;-;Romania;SuperLiga;14-20;-;5-11;-;-;-;Unirea Slobozia;-;7-12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;Fringe player who could still improve
Wnt;Wilfried Bedfian;10-14;GK;Goalkeeper;;GK;8-12;8-12;14-18;11-15;8-14;11-17;10-14;-;-;7-13;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Reasonable;190 cm;24;Scouting Required;None;Very Low;-;-;-;-;-;-;5-9;5-9;-;-;-;-;France;Stars League;10-16;5-11;-;8-12;1-3;9-13;Ipswich;7-13;-;11-15;12-16;12-16;8-12;11-15;10-14;5-9;11-17;8-14;8-12;6-12;12-16;8-14;9-13;14-18;9-13;0 €;Practical
Wnt;Abdoulaye Coulibaly;14-20;AM (L);Winger;;AM (L), ST (C);11-17;-;-;-;10-15;-;-;-;-;-;;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Weak;France;True;Very Weak;180 cm;24;Scouting Required;;Very Low;-;-;9-15;-;-;-;-;9-17;3-8;11-17;7-13;-;Latvia;Tonybet Virsliga;-;-;-;-;-;-;Auda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;Last Resort
;Nathan Bitumazala;12-16;AM (C);Midfielder;;M/AM (C);7-13;7-13;6-10;8-12;8-12;12-16;-;5-11;7-11;11-15;;Unknown;Unknown;;;Unknown;Unknown;DR Congo;Very Strong;France;True;Weak;178 cm;23;Scouting Required;None;Very Low;-;1-5;9-13;-;12-16;2-6;-;8-12;12-18;6-12;5-9;4-8;Belgium;Challenger Pro League;13-17;5-9;11-15;3-9;9-15;5-9;RWDM Brussels;15-19;8-12;4-8;7-11;-;5-9;8-14;-;-;-;-;-;-;-;-;-;-;-;16K € - 160K €;Practical
;Nordine Kandil;11-17;AM (C);Winger;;AM (RLC);10-14;12-16;2-8;11-17;10-14;10-14;5-9;8-12;4-10;12-16;;Unknown;Unknown;;;Unknown;Unknown;France;Weak;France;True;Very Strong;167 cm;24;Scouting Required;None;Below Average;5-9;4-8;11-17;4-8;10-14;3-7;1-3;11-15;10-14;8-12;10-16;6-12;France;Ligue 2 BKT;10-14;11-15;11-15;10-14;8-12;5-11;Amiens SC;10-14;9-15;13-17;7-13;8-14;10-14;8-12;8-12;1-3;1-3;1-3;1-5;1-4;1-5;1-4;1-2;1-4;1-6;140K € - 1,4M €;Last Resort
FrA;Romain Sallard;4-11;GK;Goalkeeper;;GK;14-20;2-7;6-11;-;8-13;-;2-7;-;-;1-4;;Unknown;Unknown;;;Unknown;Unknown;Portugal;Very Strong;France;True;Fairly Strong;176 cm;23;Scouting Required;None;Very Low;-;-;-;-;-;-;4-9;1-5;-;-;-;-;France;Premier League;3-9;-;-;7-12;-;1-5;Southampton;10-16;-;-;8-13;2-9;4-9;6-13;10-15;4-9;12-17;6-11;6-11;5-11;5-10;4-10;10-17;3-8;2-9;0 €;Last Resort
;Yassine Kich;10-15;AM (L);Winger;;AM (LC);5-12;9-16;5-10;11-16;7-12;9-14;7-13;6-13;-;14-19;;Unknown;Unknown;;;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;178 cm;24;Scouting Required;None;Very Low;-;1-7;10-15;-;7-12;-;-;7-13;6-13;8-15;5-10;5-10;France;Second League;13-18;6-11;6-11;-;7-14;4-9;-;11-16;11-16;1-7;-;-;5-11;-;7-14;-;-;-;-;-;-;-;-;-;-;;Last Resort
Wnt;Baptiste Canelhas;10-16;M (C);Midfielder;;DM, M (C);11-17;6-10;5-9;13-19;14-18;9-13;4-8;3-7;10-14;12-16;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;France;True;Weak;173 cm;26;Scouting Required;None;Very Low;7-11;-;10-16;-;11-15;7-11;-;11-15;4-8;6-12;3-9;-;France;Sky Bet League One;11-15;8-12;13-17;8-12;7-13;1-7;-;9-13;3-7;8-12;6-10;6-12;8-12;10-16;4-8;-;-;-;-;-;-;-;-;-;-;0 €;Practical
;Pierre Zaïdan;12-16;D (L);Full-back;;D/WB (L);7-13;8-14;6-10;11-15;8-12;10-14;8-12;3-9;10-14;9-13;;Unknown;Unknown;;;Unknown;Unknown;England;Reasonable;France;True;Very Strong;176 cm;25;Scouting Required;None;Very Low;7-11;-;8-12;6-10;-;7-11;-;5-9;1-5;6-12;10-14;7-11;France;R1 - Occitanie - A;10-14;6-10;3-7;11-17;4-10;-;ES du Grau-du-Roi;8-12;3-7;10-14;11-15;8-12;8-12;4-10;7-13;-;-;-;-;-;-;-;-;-;-;0 €;Last Resort
Ret;Enda Stevens;4-8;D (L);Full-back;;D/WB (L);9-13;9-13;9-15;9-13;6-10;4-8;7-13;6-10;11-17;11-15;;Unknown;Unknown;;;Unknown;Unknown;England;Weak;Ireland;True;Very Strong;183 cm;35;Scouting Required;None;Very Low;11-15;-;8-12;7-13;9-13;9-13;-;8-14;-;9-13;-;7-13;Ireland;Premier Division;11-15;10-14;11-15;12-16;12-16;6-10;Shamrock Rovers;10-14;10-16;7-13;11-17;9-13;8-14;13-17;10-14;-;-;-;-;-;-;-;-;-;-;12K € - 35K €;Last Resort
